Name,Age,Monthy Income,Accumulated Assets,Investment Goals,Risk Tolerance,Investment Experience
Brenda Evans,24,85000000.0,217882096.58,Long-term,medium,Under 0 year
Steven Willis,40,101000000.0,207157115.84,Medium-term,medium,Under 1 year
Douglas Ray,60,71000000.0,199192828.91,Short-term,medium,Under 5 year
Rachel Gray,23,130000000.0,314565759.67,Short-term,medium,Under 4 year
John Jones,53,100000000.0,288215441.66,Medium-term,low,Under 3 year
Ronald Gregory,57,102000000.0,304820171.31,Medium-term,medium,Under 2 year
John Hughes,39,78000000.0,192768523.11,Short-term,high,Under 1 year
Kyle Holder,42,88000000.0,197507934.77,Short-term,low,Under 5 year
Ruben Bender,43,125000000.0,220421876.08,Medium-term,high,Under 8 year
Paige Moss,58,55000000.0,83375205.3,Long-term,low,Under 1 year
Diamond Adams,42,85000000.0,137554317.49,Short-term,medium,Under 3 year
Julie Rodriguez,26,11000000.0,16574469.87,Medium-term,low,Under 2 year
Lisa Lam,49,41000000.0,118585166.68,Short-term,medium,Under 7 year
Mrs. Sara Becker,18,78000000.0,137848024.71,Medium-term,medium,Under 6 year
Krystal Bradley,52,144000000.0,260305062.59,Medium-term,high,Under 8 year
Michael Anderson,64,67000000.0,151105620.87,Medium-term,low,Under 2 year
Leonard Johnson,32,117000000.0,343510368.81,Medium-term,high,Under 0 year
Abigail Brown,23,105000000.0,211714816.42,Short-term,high,Under 4 year
Henry Jackson DVM,45,108000000.0,229245219.8,Short-term,high,Under 4 year
Jeffrey Newman,43,113000000.0,250829974.73,Medium-term,medium,Under 0 year
Donna Davis,65,85000000.0,245075434.12,Long-term,low,Under 8 year
Mark Perez,27,142000000.0,213973570.55,Medium-term,medium,Under 8 year
Tyler Berry,46,65000000.0,177344500.13,Short-term,low,Under 6 year
Jennifer Davis,36,13000000.0,30322217.02,Medium-term,medium,Under 1 year
Brandon Valenzuela,20,76000000.0,155232649.84,Long-term,low,Under 9 year
Michael Daugherty,34,128000000.0,254829989.11,Medium-term,low,Under 9 year
Sarah Tate,59,100000000.0,267656134.51,Short-term,medium,Under 4 year
Joseph Suarez,49,18000000.0,45467987.58,Long-term,low,Under 9 year
David Davis,25,32000000.0,79927173.3,Long-term,high,Under 4 year
Jeffery Hughes,52,52000000.0,113374686.83,Long-term,medium,Under 3 year
Seth Oneill,59,23000000.0,51316752.24,Long-term,high,Under 8 year
Debbie Mcmillan,36,131000000.0,246789501.99,Medium-term,low,Under 8 year
William Collins,56,147000000.0,300311547.58,Short-term,low,Under 2 year
Richard Young,21,9000000.0,17904631.17,Medium-term,high,Under 8 year
Anthony Martin,26,144000000.0,401813210.39,Short-term,medium,Under 2 year
Robert Harmon,41,90000000.0,193112425.61,Short-term,high,Under 2 year
Brian Simpson,30,56000000.0,164269333.59,Medium-term,high,Under 7 year
Jose Reynolds,59,28000000.0,69292534.1,Medium-term,low,Under 8 year
Samuel Sanchez,62,101000000.0,300737787.39,Medium-term,medium,Under 0 year
Samuel Terry,40,116000000.0,331240689.75,Medium-term,low,Under 4 year
Monique Dennis,55,65000000.0,162731538.33,Medium-term,high,Under 6 year
Holly Jensen,65,37000000.0,65245903.49,Medium-term,low,Under 4 year
Gregory Ellis,53,116000000.0,315192928.05,Medium-term,high,Under 5 year
Kelly Thomas,65,94000000.0,235981348.91,Medium-term,low,Under 3 year
Alison Rivera,39,78000000.0,201780128.71,Medium-term,low,Under 8 year
Ann Cooper,34,22000000.0,38878535.24,Short-term,low,Under 2 year
Timothy Marks,65,50000000.0,141385841.94,Medium-term,medium,Under 1 year
Jane Shepherd,19,19000000.0,33985317.72,Medium-term,high,Under 1 year
Lisa Holmes,29,120000000.0,289180647.39,Long-term,low,Under 6 year
Lauren Vazquez,36,120000000.0,321696061.64,Medium-term,high,Under 6 year
Heather Hernandez,42,140000000.0,363656713.26,Short-term,low,Under 9 year
Jacqueline Lam,32,40000000.0,66914162.45,Short-term,high,Under 4 year
Lisa Adams MD,64,104000000.0,191444507.73,Short-term,low,Under 2 year
Amanda Lindsey,22,80000000.0,238430769.94,Medium-term,medium,Under 4 year
Nancy Anderson,28,53000000.0,107511034.66,Medium-term,medium,Under 2 year
Ryan Anderson,35,55000000.0,124229492.65,Long-term,medium,Under 5 year
Kimberly Roberts,43,136000000.0,306172906.28,Long-term,medium,Under 6 year
Danielle Scott,43,135000000.0,303660414.08,Short-term,high,Under 9 year
Cheryl Powell,25,12000000.0,27513879.8,Long-term,high,Under 7 year
Christopher Smith,47,1000000.0,1776908.26,Medium-term,high,Under 2 year
Susan Miller,46,95000000.0,224638108.95,Long-term,low,Under 7 year
Amy Cisneros,24,49000000.0,112511643.01,Medium-term,high,Under 7 year
Deborah Vasquez,55,118000000.0,275714613.93,Medium-term,medium,Under 5 year
Samantha Willis,65,136000000.0,387807891.63,Long-term,low,Under 6 year
Hannah Wilcox,22,55000000.0,136346807.47,Medium-term,high,Under 2 year
Kevin Watson,62,113000000.0,294696082.62,Medium-term,high,Under 0 year
Matthew Blanchard,51,34000000.0,75477642.38,Long-term,high,Under 0 year
Paul Goodwin,22,107000000.0,207719243.63,Medium-term,high,Under 9 year
Richard Jackson,50,86000000.0,133596212.98,Medium-term,medium,Under 7 year
Annette Horton,56,18000000.0,32911239.16,Long-term,medium,Under 1 year
Andrew Mclean,42,111000000.0,301791916.34,Medium-term,low,Under 5 year
Danielle Walker,23,129000000.0,298060921.51,Medium-term,medium,Under 3 year
Phillip Oconnor,43,100000000.0,204732382.99,Short-term,medium,Under 1 year
David Russell,54,112000000.0,209716870.43,Long-term,high,Under 6 year
Mary Terrell,54,114000000.0,215992128.45,Short-term,medium,Under 1 year
John Wilson,41,57000000.0,169295699.25,Medium-term,low,Under 7 year
Becky Phillips,46,104000000.0,292042013.4,Medium-term,medium,Under 7 year
Michael Walsh,64,133000000.0,258928233.97,Medium-term,low,Under 0 year
Kathryn Lambert,24,54000000.0,159687473.17,Medium-term,low,Under 9 year
Daniel Rodriguez,44,93000000.0,212634292.67,Short-term,high,Under 3 year
Ian Hutchinson,65,117000000.0,335965606.91,Long-term,low,Under 8 year
Angela Garcia,22,112000000.0,195231009.25,Short-term,high,Under 9 year
Diane Gray,36,99000000.0,193280736.3,Medium-term,low,Under 2 year
Kristy Barry,36,30000000.0,53670002.73,Long-term,low,Under 3 year
Samuel White,56,40000000.0,116410667.29,Long-term,medium,Under 7 year
Jon Schultz DVM,58,142000000.0,243384338.3,Long-term,medium,Under 7 year
Andrea Shaw,45,140000000.0,214713741.98,Short-term,low,Under 2 year
Larry Brown,49,42000000.0,116275435.91,Short-term,low,Under 8 year
Theresa Zimmerman,36,8000000.0,21179648.93,Long-term,medium,Under 8 year
Omar Gilbert,49,105000000.0,247864565.1,Long-term,high,Under 5 year
Tracy Jenkins,20,86000000.0,175446036.62,Long-term,medium,Under 7 year
Marie Brown,40,2000000.0,4125902.11,Long-term,high,Under 6 year
Debbie Morales,35,50000000.0,128386154.3,Medium-term,high,Under 1 year
Kimberly Cain,64,115000000.0,281033957.19,Medium-term,low,Under 6 year
Anthony Bass,37,76000000.0,174184799.92,Long-term,medium,Under 6 year
Mark Case,59,134000000.0,304467445.75,Short-term,medium,Under 7 year
John Fuller,54,65000000.0,175693358.51,Short-term,medium,Under 7 year
Alyssa Parker,62,37000000.0,73087113.83,Short-term,high,Under 0 year
Hannah Scott,44,80000000.0,188960542.95,Short-term,low,Under 0 year
Jessica Parsons,21,100000000.0,236647701.73,Medium-term,medium,Under 4 year
Benjamin Wilson,64,21000000.0,39876684.29,Short-term,high,Under 6 year
Benjamin Moreno,58,115000000.0,312263840.74,Medium-term,low,Under 7 year
Brittany Dunn,46,150000000.0,391451537.01,Medium-term,low,Under 4 year
Robert Kim,64,63000000.0,115587951.49,Short-term,medium,Under 5 year
Eric Mitchell,54,148000000.0,305731834.75,Long-term,medium,Under 6 year
Michael Jones,58,112000000.0,320002267.56,Long-term,high,Under 3 year
Julie Lewis,18,66000000.0,196221313.19,Short-term,low,Under 7 year
Kevin Wade,38,48000000.0,124878302.9,Long-term,medium,Under 5 year
Danielle Rodriguez,36,80000000.0,223617654.49,Short-term,medium,Under 3 year
Eric West,43,72000000.0,108861369.31,Short-term,high,Under 4 year
Michael Adams,41,7000000.0,19985237.51,Long-term,high,Under 1 year
Jennifer Patrick,41,141000000.0,358743045.76,Medium-term,low,Under 4 year
Patricia Dominguez,51,134000000.0,263958686.86,Short-term,medium,Under 7 year
William Bentley,20,16000000.0,33806170.24,Short-term,high,Under 5 year
Wesley Wilson,53,135000000.0,334236243.05,Medium-term,medium,Under 3 year
Marcus Young,32,126000000.0,273896825.58,Short-term,medium,Under 3 year
Shawn Moore,30,78000000.0,188318131.97,Short-term,high,Under 4 year
Dwayne Barnes,65,100000000.0,211087483.53,Short-term,low,Under 0 year
Samantha Friedman,65,42000000.0,67976688.77,Short-term,high,Under 9 year
Rebecca Salazar,53,54000000.0,84931747.45,Long-term,low,Under 3 year
Mrs. Rebecca Medina,19,34000000.0,84187399.78,Medium-term,high,Under 3 year
John Johnson,64,60000000.0,144799950.13,Medium-term,medium,Under 6 year
Shelly Murphy,24,27000000.0,78348492.09,Short-term,high,Under 2 year
Loretta Torres,23,96000000.0,154198437.24,Medium-term,high,Under 8 year
Reginald Harrison,53,127000000.0,309425922.61,Medium-term,medium,Under 9 year
Chelsea Nelson,46,24000000.0,66222067.5,Short-term,low,Under 2 year
Nathan Collins,51,11000000.0,20818886.96,Short-term,high,Under 4 year
John Johnson,50,58000000.0,159713171.72,Short-term,high,Under 6 year
Kristin Russo,59,16000000.0,24004719.09,Long-term,low,Under 6 year
Antonio Bennett,29,51000000.0,147716452.31,Medium-term,medium,Under 5 year
Nicholas Griffith,46,112000000.0,335071504.85,Long-term,high,Under 8 year
Derek Reed,55,127000000.0,349951140.71,Long-term,high,Under 2 year
Bradley Bowen,58,21000000.0,61311526.93,Medium-term,high,Under 9 year
Richard Gutierrez,23,119000000.0,342224291.69,Short-term,low,Under 1 year
Katie White,39,58000000.0,155568732.06,Long-term,medium,Under 8 year
Cody Gonzalez,60,141000000.0,334114175.06,Medium-term,low,Under 3 year
Elizabeth Walsh,30,21000000.0,53116143.76,Long-term,low,Under 8 year
Angela Parker,19,9000000.0,21005892.8,Short-term,low,Under 3 year
Samuel Holt,41,86000000.0,214796310.7,Long-term,low,Under 1 year
Ashley Rivera,55,86000000.0,228602380.67,Long-term,low,Under 4 year
Martin Martinez,57,122000000.0,243999185.9,Long-term,medium,Under 5 year
Stacey Freeman,62,141000000.0,416820796.97,Short-term,medium,Under 3 year
Kelly Hunt,36,25000000.0,57865879.74,Medium-term,high,Under 2 year
Jordan Harper,57,126000000.0,198942005.3,Long-term,low,Under 3 year
Michael Buck,61,33000000.0,53491351.01,Short-term,high,Under 4 year
Derrick Nelson,49,95000000.0,280551537.85,Short-term,medium,Under 0 year
Kelly Coleman,46,142000000.0,255113162.48,Short-term,low,Under 1 year
Michael Rodriguez,45,45000000.0,132804208.71,Long-term,low,Under 2 year
April Blair,64,133000000.0,291473455.87,Medium-term,high,Under 1 year
Gary Francis,30,137000000.0,396151138.89,Long-term,low,Under 5 year
Laura Powers,62,97000000.0,193526024.08,Long-term,high,Under 6 year
Nicholas Anderson,61,20000000.0,55261659.37,Short-term,low,Under 0 year
Jennifer Williams,36,109000000.0,197370452.98,Medium-term,high,Under 4 year
Amy Henry,32,143000000.0,411474221.36,Medium-term,low,Under 1 year
Katherine Turner,52,109000000.0,272964202.73,Medium-term,medium,Under 3 year
Steven Garcia,58,18000000.0,27866825.74,Long-term,high,Under 9 year
Shannon Harper,48,32000000.0,52903954.73,Short-term,high,Under 8 year
Stephanie Hicks,45,33000000.0,54870731.6,Long-term,low,Under 4 year
Chase Hicks,64,129000000.0,330063955.44,Long-term,medium,Under 7 year
Stephen Jones,36,122000000.0,315350678.98,Short-term,low,Under 2 year
Holly Fischer,48,127000000.0,342608736.93,Long-term,medium,Under 0 year
Joseph Pearson,56,110000000.0,251929921.74,Short-term,high,Under 7 year
Cheryl Gonzales,46,80000000.0,200166447.97,Medium-term,high,Under 0 year
Nicholas Stanley,20,127000000.0,218285389.6,Medium-term,high,Under 9 year
Christopher Rios,27,132000000.0,233542545.36,Long-term,high,Under 5 year
Eric Thomas,57,109000000.0,282473547.98,Short-term,high,Under 0 year
Lori Rice,25,20000000.0,31667855.63,Short-term,low,Under 8 year
Christopher Brooks,44,89000000.0,162400419.2,Medium-term,medium,Under 2 year
Crystal Mercer,32,23000000.0,57639717.24,Short-term,high,Under 1 year
Felicia Thomas,49,62000000.0,182503202.8,Short-term,medium,Under 1 year
Ms. Maria Wilson,38,57000000.0,104319439.81,Short-term,medium,Under 4 year
Ashley Torres,44,106000000.0,247574109.55,Short-term,medium,Under 2 year
David Knight,60,150000000.0,252335225.17,Long-term,medium,Under 3 year
Rhonda Williamson,33,56000000.0,149817603.33,Medium-term,high,Under 7 year
Rebecca Ellis,60,4000000.0,7959345.96,Long-term,low,Under 6 year
Sarah Clark,48,31000000.0,77110372.81,Long-term,low,Under 4 year
Kelly Hawkins,30,85000000.0,201862597.38,Medium-term,high,Under 0 year
Angel Davis,26,34000000.0,81238829.36,Short-term,medium,Under 5 year
Daniel Perez,45,24000000.0,41040138.88,Long-term,low,Under 1 year
Brian Moore,49,126000000.0,244478079.71,Short-term,medium,Under 0 year
Debbie Jones,57,35000000.0,96893318.43,Short-term,medium,Under 9 year
Dr. Janice Becker,65,22000000.0,42908817.87,Long-term,high,Under 9 year
Lauren Huffman,22,135000000.0,333000734.35,Medium-term,medium,Under 8 year
Rebecca Hudson,63,59000000.0,151095864.17,Long-term,low,Under 1 year
Christian Hall,21,124000000.0,250289341.01,Short-term,medium,Under 9 year
Amy Kennedy,57,63000000.0,186998683.23,Long-term,low,Under 7 year
Christopher Gross,29,100000000.0,288575628.44,Long-term,high,Under 6 year
Stephanie Mcdonald,51,14000000.0,36072601.87,Medium-term,medium,Under 7 year
Ricky Quinn,40,70000000.0,135117789.55,Medium-term,medium,Under 6 year
Shaun Singleton,50,29000000.0,79140845.97,Short-term,low,Under 0 year
Tonya White,38,65000000.0,116587308.31,Short-term,high,Under 6 year
Victoria Silva,35,90000000.0,214550225.45,Medium-term,high,Under 5 year
David Jones,31,50000000.0,135427967.5,Long-term,medium,Under 9 year
Brandon Flores,58,104000000.0,205473446.53,Medium-term,low,Under 7 year
Steven Smith,49,58000000.0,129259095.93,Short-term,medium,Under 8 year
Maria Blackburn,29,145000000.0,277521017.89,Long-term,medium,Under 6 year
Amanda Swanson,48,128000000.0,308050439.96,Long-term,medium,Under 4 year
Sydney Bush,39,15000000.0,24931063.15,Short-term,medium,Under 4 year
Sarah Spencer,37,131000000.0,325574928.56,Short-term,medium,Under 4 year
Rebecca Tran,42,56000000.0,146745774.8,Long-term,medium,Under 3 year
Whitney Brennan,47,3000000.0,6611318.04,Long-term,medium,Under 8 year
Todd Rodriguez,59,50000000.0,135274779.89,Medium-term,medium,Under 1 year
Elizabeth Phillips,49,10000000.0,22742448.62,Short-term,medium,Under 2 year
William Allen,33,65000000.0,123012444.49,Medium-term,high,Under 2 year
Jennifer Brown,43,103000000.0,227006801.57,Medium-term,high,Under 8 year
Stacy Gonzalez,52,126000000.0,367761226.58,Short-term,high,Under 2 year
Alexis Gregory,29,53000000.0,107824011.31,Short-term,medium,Under 1 year
Kenneth Morse,62,57000000.0,119028360.12,Long-term,low,Under 6 year
Noah Rodriguez,22,132000000.0,306364393.65,Medium-term,medium,Under 4 year
Corey Bradford,31,75000000.0,212720183.07,Short-term,medium,Under 8 year
Todd Palmer,50,133000000.0,301588136.27,Short-term,low,Under 0 year
Katelyn Baker,56,117000000.0,323157824.42,Medium-term,high,Under 5 year
Robert Chavez Jr.,60,106000000.0,186776108.67,Long-term,high,Under 8 year
Amy Martin,34,125000000.0,267012184.48,Short-term,low,Under 4 year
Tammy Dennis,62,19000000.0,31922356.59,Short-term,high,Under 7 year
Jaime Mullen,33,32000000.0,69596710.03,Medium-term,high,Under 9 year
Jose Parsons,61,77000000.0,155713222.07,Short-term,high,Under 9 year
Lawrence Hughes,38,49000000.0,109794949.71,Medium-term,medium,Under 2 year
Carl Savage,62,80000000.0,178689214.07,Short-term,high,Under 5 year
Angela Evans,61,109000000.0,261122889.03,Long-term,medium,Under 5 year
Joseph Casey,43,139000000.0,239331488.77,Short-term,low,Under 5 year
Jill Schaefer,24,8000000.0,18629557.56,Long-term,high,Under 5 year
Marcus Smith MD,53,44000000.0,118825409.36,Short-term,low,Under 5 year
Austin Jackson,24,145000000.0,393696076.82,Medium-term,high,Under 3 year
Amber Riggs,57,100000000.0,171745908.82,Medium-term,low,Under 2 year
Lindsay Villa,32,82000000.0,218145352.76,Medium-term,medium,Under 7 year
Edward Cruz,45,136000000.0,385653098.9,Long-term,medium,Under 8 year
Ronald Martinez,50,136000000.0,229022856.22,Short-term,medium,Under 6 year
Jacob Norton,42,45000000.0,72303234.82,Short-term,low,Under 1 year
Donna Noble,56,139000000.0,306319212.92,Medium-term,medium,Under 8 year
Kirsten Chapman,55,100000000.0,254019978.43,Long-term,medium,Under 9 year
Gregory Beck,28,24000000.0,53296112.66,Short-term,low,Under 6 year
Shelby Ford,21,54000000.0,100532869.06,Medium-term,low,Under 6 year
David Williams,58,45000000.0,68693495.22,Medium-term,low,Under 0 year
Hunter Wilson,40,77000000.0,132417738.64,Long-term,high,Under 3 year
Lori Gonzales,43,42000000.0,91575772.16,Medium-term,high,Under 1 year
David Watson,26,88000000.0,210705425.56,Short-term,low,Under 6 year
Stephen Norris,44,92000000.0,158311549.97,Long-term,high,Under 8 year
Victoria Leonard,30,118000000.0,261874041.86,Long-term,high,Under 8 year
Jane Wilson,40,126000000.0,358010392.67,Short-term,high,Under 8 year
Carrie Collins,49,15000000.0,39260646.69,Long-term,low,Under 8 year
Jessica Walker,43,45000000.0,95520209.12,Short-term,low,Under 6 year
Cameron Mays,63,29000000.0,53954420.2,Medium-term,medium,Under 5 year
Ann Ward,27,45000000.0,98301057.18,Medium-term,medium,Under 6 year
Ashley Cook,32,3000000.0,5297710.85,Short-term,high,Under 0 year
Julia Cook,45,104000000.0,235269918.67,Medium-term,low,Under 3 year
Alexandra Kennedy,38,17000000.0,50893070.31,Medium-term,medium,Under 3 year
Melissa Cooley,34,20000000.0,30059445.28,Short-term,high,Under 7 year
Mark Sims,60,60000000.0,93733062.32,Long-term,low,Under 1 year
Cheryl Williams,46,56000000.0,137238633.37,Long-term,low,Under 4 year
Jessica Wolf,65,55000000.0,140378826.72,Short-term,low,Under 9 year
Michael Walters,57,23000000.0,67349692.22,Short-term,medium,Under 0 year
Mark Thomas,63,69000000.0,166708823.27,Medium-term,low,Under 3 year
Ricardo Campbell,25,131000000.0,298330108.48,Short-term,high,Under 0 year
Kimberly Ford,37,11000000.0,17072341.92,Long-term,high,Under 9 year
Holly Steele,19,91000000.0,231932768.95,Long-term,high,Under 9 year
Kelli Snyder,29,104000000.0,269860622.37,Long-term,low,Under 7 year
Andrew Harper,20,132000000.0,337091995.62,Long-term,medium,Under 7 year
Brandy Watson,43,67000000.0,111344884.02,Long-term,low,Under 7 year
Jennifer Williams,41,13000000.0,20584565.91,Long-term,medium,Under 6 year
Adam Campbell,28,28000000.0,60431473.5,Medium-term,high,Under 0 year
Robin Howell,33,27000000.0,74409954.29,Long-term,low,Under 2 year
Megan Howell,54,30000000.0,65716396.02,Short-term,low,Under 6 year
